cust,segment,vertical,sub_vertical,country,bookings,purchase
24211b3ffb2eafcaff6d7452cf15e9fb,Enterprise,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,655299,TRUE
df2cdf42903cce5ed49d0a67e0a1b751,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,128690,TRUE
9e5ad27b2793b4e9d0df29fcb4d49755,Commercial,Professional Services,Construction/Engineering,UNITED STATES,1464,FALSE
08e404a8db6b9540a464b36747763453,Commercial,Professional Services,Consulting Non-Technical,FRANCE,7523,FALSE
946fa94015a59d24a2ff33315978bddb,Commercial,Professional Services,Consulting Non-Technical,GERMANY,32821,TRUE
342b381321c8f5c4ebaabba3ef443c62,Commercial,Professional Services,Membership organizations,FRANCE,21097,FALSE
f863f0d2ddf7895a319e539411435e13,Enterprise,Government,Federal/Central Government,JAPAN,21756,FALSE
849b278a565df7c7ec253f4a742599da,Commercial,Technical Services,Other (Technical Services),UNITED STATES,4176,FALSE
289505de17d78bf3bb9b25edfb7d0ac2,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",GERMANY,74744,TRUE
c4d3a2d01dbee539102fb782b3ee10cb,Commercial,Technical Services,Other (Technical Services),INDIA,20863,FALSE
ca1d35b6f1181ae47dbb57a3735936e6,Commercial,Technical Services,Other (Technical Services),MEXICO,3823,TRUE
589d5c8f212772829d29a3e2e2cc4a16,Commercial,Technical Services,Other (Technical Services),UNITED STATES,20222,TRUE
1a2ba36f59960df7309abf2ae39920ae,Commercial,Professional Services,Other (Professional Services),UNITED STATES,1947,FALSE
308ad9197cfff9e94f1c6a16298fc14a,Commercial,Professional Services,Other (Professional Services),INDIA,56061,TRUE
56c3f91d3127955ecd7205121b6f56b6,Commercial,Manufacturing,Consumer Products Manufacturing,BRAZIL,46536,FALSE
2a57a8abd288d9c301ecc0ecb669cb55,Commercial,Manufacturing,Consumer Products Manufacturing,UNITED STATES,14589,FALSE
c3eb1c8e72642b05ab36f56c12de3ba7,Enterprise,Manufacturing,Discrete Manufacturing,ITALY,21572,FALSE
19261956bc40917ea4817f687c748ce9,Enterprise,Manufacturing,Discrete Manufacturing,CANADA,3745,TRUE
896708010cf6b62a20b3b0212d749b4e,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,221813,FALSE
621a6d197ccd0f745042c71ca8755b84,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,50510,FALSE
eb8b8fbbd3572b7735366f899f99d348,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,47831,TRUE
7fb38add5ecab5f2cbcecc564b202e15,Commercial,Professional Services,Construction/Engineering,GERMANY,46301,TRUE
80e467e46cfc490c14ed6d76bc70211d,Commercial,Professional Services,Consulting Non-Technical,UNITED KINGDOM,345067,TRUE
c792489cb496d2c10e1ec6e5e44037aa,Commercial,Professional Services,Consulting Non-Technical,AUSTRALIA,2332,TRUE
8f9839afc2164297dbe67a58d8ba88d1,Commercial,Professional Services,Membership organizations,GERMANY,2663,TRUE
b5596178d6e446d0ab84584ec5acff3c,Enterprise,Government,Federal/Central Government,CHINA,10744,TRUE
5907f93874f4afe582c672e18633983e,Commercial,Technical Services,Other (Technical Services),UNITED STATES,193663,FALSE
bfa7b3823fa05965f87f7184c0fedfff,Commercial,Technical Services,Other (Technical Services),UNITED KINGDOM,135796,FALSE
607551a7a64a8a785d43381ed92dd552,Commercial,Technical Services,Other (Technical Services),GERMANY,36884,TRUE
f9e96ee01f7e0c1fafb0b9ea9974189c,Commercial,Technical Services,Other (Technical Services),UNITED KINGDOM,2582,FALSE
5aeb3179ec84fe2971a6f0e076986dd1,Commercial,Professional Services,Other (Professional Services),UNITED STATES,104418,TRUE
8306bdc1e67468c7d1ca24f8aee9313a,Commercial,Professional Services,Other (Professional Services),UNITED STATES,217767,FALSE
9d48d9649ec919f80ad81272cc246ea3,Commercial,Manufacturing,Consumer Products Manufacturing,UNITED STATES,56990,FALSE
d8b834c93b67cb11fda596c3fc8dc43d,Commercial,Manufacturing,Consumer Products Manufacturing,FRANCE,3580,TRUE
ae5663f86142c54f67de0c3bff870a11,Commercial,Manufacturing,Hi-tech/Computers Manufacturing,UNITED KINGDOM,20510,TRUE
15f9ea13a86b56dd84c087ebb74d35af,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,JAPAN,unknown,TRUE
88d7e6d9157acd30c6b41f44c4dd999a,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",AUSTRALIA,21653,FALSE
8c0f7c0361afd4049a06b10bf68a5607,Commercial,Retail,"Consumer Services(dry cleaners,video rental,etc)",UNITED STATES,19947,FALSE
013649744d2d510a0e10b3b6548e13a9,Commercial,Retail,"Consumer Services(dry cleaners,video rental,etc)",CANADA,1721,FALSE
f8d453e619a42808b4d4a4221097bee4,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,210150,TRUE
fa6c0567cd1f8506644f5b6c5991ee70,Enterprise,Government,Federal/Central Government,CHINA,23509,FALSE
15f1e267758119f718d2baccc4c9230e,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",GERMANY,15369,FALSE
4623de79d5e219ff660bf59960448a10,Enterprise,Health Care,Providers,MEXICO,67296,TRUE
5d246a2b46387a9ed50468e03ffc561f,Enterprise,Health Care,Providers,UNITED STATES,4811,FALSE
4ab176dac3e1c39a8fca38e1dc10b378,Enterprise,Health Care,Providers,UNITED STATES,40969,FALSE
df16c7367888af164d10414ae9c1de0c,Enterprise,Government,Federal/Central Government,MEXICO,44260,TRUE
6a7530c66cc356d4e8a83c826a929273,Enterprise,Retail,Other (Retail),UNITED KINGDOM,1896802,FALSE
ecea582c7754c34ffdf1f6e541bf08a9,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",CANADA,10747,TRUE
c87a38c53d1637eaa333150ecfd2513f,Enterprise,Retail,Other (Retail),UNITED STATES,1925697,TRUE
5063ed45a0546bb55e4ec37c92a41cf9,Enterprise,Government,Federal/Central Government,UNITED STATES,151915,FALSE
23690bbdeb28e44d7f9e5a08cd86e686,Enterprise,Government,Federal/Central Government,UNITED STATES,11541,FALSE
cbe594d5931d76c748148813643b351b,Enterprise,Manufacturing,Discrete Manufacturing,UNITED STATES,6517,TRUE
68e54422cb682ca9a6bf8b7454767c72,Enterprise,Manufacturing,Consumer Products Manufacturing,JAPAN,1135,FALSE
204c924d27aae2fd3ca3f6e5b696db9b,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,11084,TRUE
bd752cb864aaa62bb26cbcb8930d98d4,Enterprise,Manufacturing,Discrete Manufacturing,BRAZIL,197866,FALSE
53ea8ee1be1caf591dc8dd069ac77478,Enterprise,Wholesale/Distribution,Wholesale/Distribution,UNITED KINGDOM,32984,TRUE
3aad2446a9b23c45029c9fc800411abe,Enterprise,Wholesale/Distribution,Wholesale/Distribution,FRANCE,45366,TRUE
2ae383c32faa5856a7e7fc64e436e871,Enterprise,Professional Services,Construction/Engineering,FRANCE,155781,TRUE
43caa3f6916c5546e35896911e67d600,Enterprise,Manufacturing,Discrete Manufacturing,AUSTRALIA,67349,TRUE
036c4cf6fa563feea32a3663326abd88,Enterprise,Government,Federal/Central Government,UNITED STATES,9123,FALSE
68bab7296bac3821c59ac7a1f9441f15,Commercial,Manufacturing,Discrete Manufacturing,UNITED STATES,2367,FALSE
66103de6156dc53c8270d6827ea52bd6,Commercial,Manufacturing,Discrete Manufacturing,UNITED STATES,unknown,TRUE
3d37660fe8a6313aaf9b8557f90d8a42,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,115962,FALSE
08dc0eadf5021bbe3799eb6dfa8a6434,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,155535,FALSE
68db55f7a384559cc3cb2f569366e5f5,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,351728,TRUE
042964cbb3648cead4d020b06d3a9662,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,8262,FALSE
213debff7567fd2c20b8ef9575cdeb81,Commercial,Professional Services,Construction/Engineering,UNITED STATES,3649,FALSE
eb8b41631cdc1f6d37fddc7ad6e9c329,Commercial,Professional Services,Construction/Engineering,UNITED STATES,12852,FALSE
72aee8c73b3fbbcb326cb23f48b82140,Commercial,Professional Services,Consulting Non-Technical,UNITED STATES,26082,FALSE
9dde1248b5a94b13c226b816e6fae56d,Commercial,Professional Services,Consulting Non-Technical,CANADA,4228,TRUE
ed7b633e82f237a4c089aaaa9358b956,Commercial,Professional Services,Membership organizations,UNITED STATES,132155,FALSE
cc8c65fdd76b448778d8a34681bb3e56,Commercial,Government,Federal/Central Government,UNITED STATES,5789,FALSE
c41e811992b9d6d6be713f9a93a60eaf,Commercial,Technical Services,Other (Technical Services),UNITED STATES,28562,TRUE
769e4664bcc2f3cdf1321ab1ee156e2e,Commercial,Technical Services,Other (Technical Services),CANADA,7778,TRUE
5e1ab0e7b18f269522a9f8ff9ac1d645,Commercial,Technical Services,Other (Technical Services),UNITED STATES,240499,FALSE
12f629de89110aa0561c9ca7a1452982,Commercial,Technical Services,Other (Technical Services),UNITED KINGDOM,175413,FALSE
d7f0c099d2ca55b118e58b1e7a963ece,Commercial,Professional Services,Other (Professional Services),UNITED STATES,22513,FALSE
225a6bd606c253a38e823e2807818696,Enterprise,Professional Services,Other (Professional Services),CHINA,21879,FALSE
8f0292ee18dd945391ed5b6e6a8f0491,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",ITALY,2821,FALSE
f4ffe33a93bcb4f7c008e4f4f812c422,Enterprise,Technical Services,Other (Technical Services),DEUTSCHLAND,2059,TRUE
ef6b373561d415a9f5e567b2e6283cdf,Enterprise,Retail,Other (Retail),UNITED STATES,640992,TRUE
3d95aa6c04676a789438e0f09f0f0614,Commercial,Retail,Other (Retail),AUSTRALIA,221993,FALSE
ee46de34c751c4a9cae46edc6ac9b634,Commercial,Manufacturing,Discrete Manufacturing,UNITED STATES,28052,FALSE
cf4fa4d87be16b9aaf324161db776293,Commercial,Manufacturing,Discrete Manufacturing,UNITED STATES,7595,FALSE
162e4411a91f5ce1d3e26b45bdc39a9c,Commercial,Wholesale/Distribution,Wholesale/Distribution,CANADA,2141,FALSE
b6f3b7cd1d588b91ff6b02daa6b84c44,Commercial,Manufacturing,Discrete Manufacturing,JAPAN,32504,FALSE
6c0f9f1349b6b44a291bbaa5ab852b7e,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,22277,TRUE
101dfa4655f801040e65d17035b79d2d,Commercial,Professional Services,Construction/Engineering,UNITED STATES,80290,TRUE
807e3751d6059b017a876a738f80bfe2,Commercial,Professional Services,Construction/Engineering,UNITED STATES,182455,TRUE
204bc7dcff448e8acb3336c294ef0895,Commercial,Professional Services,Membership organizations,UNITED KINGDOM,127297,TRUE
77eb0dac01b60481b52e8bbe46ee0d50,Commercial,Professional Services,Membership organizations,UNITED KINGDOM,5954,TRUE
e12e034a5540483a72fe4220ccae13d6,Enterprise,Government,Federal/Central Government,ITALY,63951,FALSE
784499f08c49fa4570e0d891a9d50d2b,Commercial,Technical Services,Other (Technical Services),UNITED STATES,26392,TRUE
cc5cc6b30bdea8f20d9e2fa96cdc7457,Commercial,Technical Services,Other (Technical Services),UNITED STATES,6016,FALSE
0c34a69a97b9d105363de26c56f35ae3,Commercial,Technical Services,Other (Technical Services),INDIA,20403,TRUE
aaef1f970590c1d7f57e69773b7e2f6e,Commercial,Technical Services,Other (Technical Services),GERMANY,323838,FALSE
2a0bf1a77aa778838bcfac4be7065d7e,Commercial,Professional Services,Other (Professional Services),DEUTSCHLAND,5712,FALSE
a582b1718e3de187a4b6ed8fe6e07945,Commercial,Professional Services,Other (Professional Services),UNITED STATES,45521,TRUE
03575622953ce6055003c24e66454e42,Commercial,Professional Services,Real Estate,UNITED STATES,481693,TRUE
a7eb92a1fb818e790a66ec38a9d11516,Commercial,Technical Services,Other (Technical Services),UNITED STATES,1855056,FALSE
ca760ec25e95c7fa746b2e980d7024ac,Commercial,Retail,Other (Retail),UNITED STATES,37098,FALSE
8dd442722d18611b1d28693e518d898a,Commercial,Retail,Other (Retail),CANADA,268579,TRUE
b98299289d96af3cdd5870fbcb08c82c,Enterprise,Manufacturing,Discrete Manufacturing,ITALY,25197,TRUE
ac39bad7f59c028122a343f369fe9f2e,Commercial,Manufacturing,Discrete Manufacturing,UNITED STATES,1656,FALSE
c1cc8eede10dc51f8cb3cb35279234f3,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,6877,TRUE
777df1a1c34e8f92904e1548f9d66440,Commercial,Wholesale/Distribution,Wholesale/Distribution,ITALY,2364,TRUE
a5f359109bc41fc509e9a60f2832db14,Commercial,Wholesale/Distribution,Wholesale/Distribution,CHINA,4530,FALSE
41e1498d9873938f619d3130718857c8,Commercial,Professional Services,Construction/Engineering,UNITED STATES,6563,TRUE
753f9f55aaed9b6e25417bdef0ce4ab0,Commercial,Professional Services,Construction/Engineering,JAPAN,256497,FALSE
aa8bdb6b6e6bd6c5b4471c7f7a739634,Commercial,Professional Services,Consulting Non-Technical,UNITED STATES,16175,FALSE
5aa69ef5d159ce73ae576704a20fc614,Commercial,Professional Services,Membership organizations,UNITED STATES,521159,TRUE
efe0e4a686182cdc7ab6bf180393701c,Enterprise,Government,Federal/Central Government,UNITED STATES,49070,TRUE
96930eb24fa8c676491874be8b34b0a4,Commercial,Technical Services,Other (Technical Services),UNITED STATES,5703,FALSE
1bd98399e2b5029307f49fcaadc5a749,Commercial,Technical Services,Other (Technical Services),UNITED STATES,14657,TRUE
f907fe0d1c4d2d0b1de5c6a544b19f02,Commercial,Technical Services,Other (Technical Services),UNITED STATES,19846,FALSE
2dd117d66152d052b87486af80cd38f0,Commercial,Technical Services,Other (Technical Services),UNITED STATES,4608,FALSE
97d07569a2b2dd989924118203518d43,Commercial,Professional Services,Other (Professional Services),UNITED STATES,2392,TRUE
7166937d7e45b92a5bb46c03dbfe8b7d,Commercial,Professional Services,Membership organizations,CANADA,19782,FALSE
2a3e9fa7f6a4b63ed15a608b85ead4d8,Commercial,Retail,"Consumer Services(dry cleaners,video rental,etc)",CANADA,11635,FALSE
9f5274d643c1ef0b0b5fcd6848f69d7d,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,23125,FALSE
913570dc9fa6c3959d0d70bdfb4b2d10,Enterprise,Professional Services,Consulting Non-Technical,ITALY,19786,FALSE
e8040693a415654d6d5fd03d6555f0e8,Enterprise,Government,Federal/Central Government,INDIA,5751,FALSE
aa27383dc8e7b9748d2ea4b104cd6bba,Enterprise,Government,Federal/Central Government,UNITED STATES,5374,FALSE
8091c64df38fd4a08868378369f40488,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,176552,TRUE
fec2e81e923f8278ac0ad056754229f5,Enterprise,Health Care,Providers,UNITED STATES,22735,FALSE
8910ba71b2b9b96eed2b7cab62419dec,Enterprise,Health Care,Providers,UNITED STATES,718318,FALSE
a8af0e45e2a656f12bc7ba772ad99f65,Enterprise,Retail,Other (Retail),UNITED STATES,9098,TRUE
5c352dda03d08062f0d1bd60b7cde05a,Enterprise,Retail,Other (Retail),FRANCE,1592,FALSE
cabd761efd6faecda0150548e9090fd6,Enterprise,Retail,Other (Retail),UNITED STATES,24255,TRUE
3ad1fb9fd30a0d838451b4d946429797,Enterprise,Government,Federal/Central Government,CHINA,20744,FALSE
d497cf6c028af6982e301a32b91ef7fc,Enterprise,Government,Federal/Central Government,UNITED STATES,216051,TRUE
aaf81b22e7f31d49efcbe5054ffb1f66,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",FRANCE,1696,FALSE
c13514088eec728ab9fdf3caac19a9d6,Enterprise,Manufacturing,Discrete Manufacturing,BRAZIL,7326,FALSE
80b74eabf2b84103315e0613dfd29667,Enterprise,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,27340,TRUE
06dc881baaabeeaf1d63710e6fd2f9b4,Enterprise,Wholesale/Distribution,Wholesale/Distribution,JAPAN,58273,FALSE
7ab0ef8f195893091fb156d53b7cd0f2,Enterprise,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,2252,FALSE
e515cbe7123daacc3afb2656c261f2a0,Enterprise,Technical Services,Other (Technical Services),UNITED KINGDOM,79429,TRUE
0557f803ec1668911f3943d0755f96a8,Enterprise,Professional Services,Consulting Non-Technical,UNITED KINGDOM,31081,FALSE
a1b8b1d3ae3d59269b4ce84fd6da8a46,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,CHINA,26731,FALSE
14ff43e176bf36c9295aec626cbb0fdd,Enterprise,Government,Federal/Central Government,ITALY,537458,FALSE
7c4108cb8bba38f57b39c4f0010e5e1c,Enterprise,Government,Federal/Central Government,ITALY,11751,FALSE
7828320840f880670f4045faf646021a,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",AUSTRALIA,376031,FALSE
00138fd3558c90662437febae25c87e3,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,164900,TRUE
90934b2dad81320e1962bb307c0b297e,Commercial,Retail,"Consumer Services(dry cleaners,video rental,etc)",ITALY,297886,TRUE
8eb01586d2ac02153bfbfb9dcd98cc8b,Commercial,Retail,"Consumer Services(dry cleaners,video rental,etc)",UNITED STATES,46494,FALSE
6c8c241ee23a042dafa8f362d3160bdb,Enterprise,Professional Services,Other (Professional Services),UNITED STATES,18359,FALSE
20e9f4e309dfcb14d8a259d77e3b19bf,Enterprise,Government,Federal/Central Government,CHINA,1458,TRUE
465911af1308002e68945a135643b263,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",CHINA,24763,FALSE
da885150ed80fa0632bc1bfe240bd59d,Enterprise,Health Care,Providers,UNITED STATES,17213,TRUE
eab6cebf444eccaffb71a385692e2a37,Enterprise,Health Care,Providers,AUSTRALIA,169258,FALSE
56f5c2e1898a70ebc2b1c645e28ee6b2,Enterprise,Health Care,Providers,UNITED STATES,2736680,FALSE
c26da99cc38af6b340096d0a3721baec,Enterprise,Professional Services,Consulting Non-Technical,UNITED STATES,3926,TRUE
2974b92f2a68854089f6158b41f9e898,Enterprise,Retail,Other (Retail),AUSTRALIA,8047,FALSE
4061740e9a82a2f4f734ecafc0ff2eaf,Enterprise,Retail,Other (Retail),UNITED STATES,3812,TRUE
374b837c3e8232e07c867500ba29c413,Enterprise,Government,Federal/Central Government,CHINA,4650,FALSE
5adb1396193331513433362ce24dc4eb,Enterprise,Government,Federal/Central Government,UNITED STATES,44963,FALSE
b85512e56414c4e81440d3d83cab1db3,Enterprise,Manufacturing,Discrete Manufacturing,INDIA,182555,TRUE
e22ce92904673f39558df8933adde440,Enterprise,Manufacturing,Discrete Manufacturing,UNITED STATES,8668,FALSE
78857c74ecdbd219da48784ef5b51259,Enterprise,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,5970,TRUE
f358986a3d842193ab45e9182668d115,Enterprise,Government,Federal/Central Government,INDIA,28127,FALSE
fc082984eea0a265fec186e5cae9d575,Enterprise,Wholesale/Distribution,Wholesale/Distribution,JAPAN,1886,TRUE
3ae7bd0fe781ff4dd7793895f291d22b,Enterprise,Manufacturing,Discrete Manufacturing,UNITED STATES,45176,FALSE
f3e5f7fdb24c617f9110dc2569bf6166,Enterprise,Professional Services,Construction/Engineering,USA,14917,FALSE
aaf619c99f9b4927ffb39d73835743c6,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,3799,TRUE
d89531aedd922cb6d0190e9c05686640,Enterprise,Professional Services,Membership organizations,UNITED STATES,2006,TRUE
e6c79847b56d94b567960252fab74d39,Enterprise,Government,Federal/Central Government,CANADA,8936,TRUE
d138d8723e8fe5234c9d1f37dbe019cc,Enterprise,Government,Federal/Central Government,UNITED STATES,3365,FALSE
adc63606cedc30b0261df85d6d5d5e46,Enterprise,Government,Federal/Central Government,JAPAN,14776,TRUE
7c746d26405117bcfee64325f5c7facb,Commercial,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,8312,FALSE
dcc3e854a232083f62643027c8024b51,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",AUSTRALIA,3839,FALSE
21bcf41df613560933c46c5bc8c2e709,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED KINGDOM,13595,TRUE
2fc658ac7db264c5a5f0c6c8d958f242,Commercial,Retail,"Consumer Services(dry cleaners,video rental,etc)",AUSTRALIA,9159,TRUE
23792089da01aecd707f1d33cf0e685d,Commercial,Retail,"Consumer Services(dry cleaners,video rental,etc)",UNITED STATES,83430,FALSE
6d6cde2226a2cc8783ec627c8cfe1bf2,Enterprise,Government,Federal/Central Government,MEXICO,2255504,FALSE
038a239d22cf98fef734fb4a0d8f7761,Enterprise,Government,Federal/Central Government,CHINA,16299,FALSE
081e82394d0d5321da59a638230e04b9,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",FRANCE,40907,FALSE
add6419e09cf19bbb2c0fc957669e602,Enterprise,Health Care,Providers,UNITED KINGDOM,2764,FALSE
68f9ee17356368a20f6c2c0e7c2ae42c,Enterprise,Health Care,Providers,UNITED STATES,97155,FALSE
8399719047217cb078e8b9106f8456f0,Enterprise,Health Care,Providers,UNITED STATES,33475,FALSE
a8bc4365b7458f28a513a23b558db48b,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,1370,FALSE
dc5010b5787e44cc4d5a9e53613a9caa,Enterprise,Retail,Other (Retail),UNITED STATES,40195,TRUE
4153ca4413e93b2272f3838452b17a8c,Enterprise,Retail,Other (Retail),UNITED STATES,7229,TRUE
945f9b835ad43c2a6528378af1d2272b,Enterprise,Retail,Other (Retail),UNITED STATES,2272,FALSE
df809ae9c67e8c6e8030eea8320dc5e8,Enterprise,Government,Federal/Central Government,CHINA,168388,TRUE
04d0b075e1496dcc4efc8070ffebcd6d,Enterprise,Government,Federal/Central Government,JAPAN,1121,FALSE
6a4eb9d2a569a2a52a10d538be085d95,Enterprise,Manufacturing,Consumer Products Manufacturing,CHINA,252806,TRUE
2ab8f19b1b2d373d0b9145bcc06ba8e7,Enterprise,Manufacturing,Discrete Manufacturing,UNITED STATES,4630,FALSE
23ce27a2514a9fe3a0f925cf8138672b,Enterprise,Wholesale/Distribution,Wholesale/Distribution,UNITED KINGDOM,2192,TRUE
d1b44849dcf3dc05c4127819f85f7485,Enterprise,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,2846436,TRUE
cdf89530794889c972b4ee4e84ab22d3,Enterprise,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,10966,FALSE
fb56d25bf86c03369ed97fb5ba2f928a,Enterprise,Retail,Other (Retail),GERMANY,12411,FALSE
ded7c1b2e1d218409d3f03a128c18090,Enterprise,Manufacturing,Consumer Products Manufacturing,UNITED STATES,13298,TRUE
21e5aaa494577320a479e223cd648ee2,Enterprise,Manufacturing,Discrete Manufacturing,UNITED STATES,1249809,FALSE
ee49377e7beedc1facb551db73939d3f,Commercial,Manufacturing,Discrete Manufacturing,CANADA,1176,TRUE
001a2c6dc7385e0c125abdf6c1d9bbd5,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,13489,FALSE
eaf8e1ad2724a08e1ab5537c312af573,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,15847,FALSE
b2b5fe3b2e0c88fe1c82f97bdb2bac2b,Commercial,Professional Services,Real Estate,GERMANY,176374,FALSE
cc94a9a10ae506d66acb53f3199a25e3,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,19289,FALSE
502b77136082e51ceedf06bb216f47ff,Enterprise,Professional Services,Construction/Engineering,UNITED STATES,8879,TRUE
7a7255a81a0da8614905dd6ac789a733,Commercial,Professional Services,Consulting Non-Technical,GERMANY,11319,FALSE
0b2493a6cd216aecb69274693cbdbdb2,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,97958,TRUE
b9f70f52f310bc795f090c865291bc8b,Commercial,Professional Services,Membership organizations,GERMANY,106337,FALSE
871b9957a6439b0b39e6cea288c9782e,Enterprise,Government,Federal/Central Government,CANADA,7811,FALSE
263500071235acb36dd9a9a59d865b70,Commercial,Technical Services,Other (Technical Services),UNITED STATES,14076,FALSE
3e66651530b698c3cc6214edec33b70c,Commercial,Technical Services,Other (Technical Services),UNITED KINGDOM,727630,FALSE
c5370d3af9eef40550a1b44460a6cfa1,Commercial,Technical Services,Other (Technical Services),UNITED STATES,6556,TRUE
155165e3e623a222a9fb56a246548b9b,Commercial,Professional Services,Other (Professional Services),UNITED STATES,25240,TRUE
6dd55832f0efef2662f002fc6b5e2fbb,Commercial,Professional Services,Other (Professional Services),UNITED STATES,668695,FALSE
56b00d22d75d6801e33f026a2af3172f,Commercial,Manufacturing,Consumer Products Manufacturing,UNITED STATES,78709,TRUE
9115d4c7d95794069e890d188669dee7,Commercial,Manufacturing,Consumer Products Manufacturing,UNITED KINGDOM,21070,FALSE
a1d55746e828ad27b7c72dd43174e549,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,INDIA,20421,TRUE
ad360d07777d2e0245d1146d76683c57,Enterprise,Government,Federal/Central Government,UNITED STATES,6867,TRUE
3735fb86ebe020a5f555cb73eaa00988,Enterprise,Government,Federal/Central Government,CHINA,1500,FALSE
a4dd8e9cde0a419b02951068741999cc,Enterprise,Government,Federal/Central Government,UNITED KINGDOM,27838,TRUE
43f1e521716427d02d56add1fbd31a49,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,CANADA,85231,FALSE
d33967baca10c131c6a99ae788fce27c,Enterprise,Professional Services,Other (Professional Services),UNITED STATES,1774,TRUE
1c70e9100828df315a651c022260235c,Enterprise,Technical Services,Other (Technical Services),UNITED STATES,8481,FALSE
cfe68851235b410127b0d3e96e63da12,Enterprise,Professional Services,Other (Professional Services),FRANCE,6202,FALSE
800064db62bd6a1fcc067247ff85cb89,Enterprise,Manufacturing,Consumer Products Manufacturing,UNITED STATES,6850,FALSE
f8c715d664fe5fe08f9e63227f835a93,Enterprise,Manufacturing,Consumer Products Manufacturing,UNITED STATES,38327,TRUE
ee669842c71a8135002f453aa7b15829,Enterprise,Manufacturing,Consumer Products Manufacturing,UNITED STATES,103123,TRUE
2b5fedc0fc60651581b972c9c835b642,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,42982,TRUE
04d48f2fac933f9c629f4aa65513ad5e,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,JAPAN,6135,TRUE
d594b611fe14cdc277efa72e8dcb1a98,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",GERMANY,47671,FALSE
12558e84d4cd92d9af8bbf6571abaa4e,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED KINGDOM,26471,FALSE
103ee5b466b87074d65db40ae03e2b15,Enterprise,Retail,"Consumer Services(dry cleaners,video rental,etc)",UNITED STATES,67353,FALSE
17d0581daecc26ca0de24fd5397db047,Enterprise,Retail,Other (Retail),UNITED STATES,2175,FALSE
f4954e0b8d587bfa3c7add8add1b77fe,Enterprise,Retail,Other (Retail),JAPAN,14263,FALSE
ab2f3dd3b6731432200888790d87bc02,Enterprise,Health Care,Providers,UNITED STATES,53544,FALSE
188104fe045fbf13939ef7be94aa4b6f,Enterprise,Manufacturing,Consumer Products Manufacturing,CANADA,100424,TRUE
0bfc3f48062acb014f9becfd51497cbd,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,4676,FALSE
