cust,segment,vertical,sub_vertical,country,bookings,purchase
d66648938c68318a8dad17a77f0c8327,Commercial,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,103356,FALSE
dcce1fa11f27a6a2c57c8aacf5f0219c,Commercial,Retail,Other (Retail),UNITED STATES,62952,TRUE
136b88d1b2aea8ae74cbfe111830af69,Commercial,Retail,Other (Retail),ITALY,2886,TRUE
674c6fcb90b5d29765f266007ad423e1,Enterprise,Retail,Other (Retail),UNITED STATES,80253,TRUE
97c72b3833ce8ef5154826fc128522b1,Commercial,Health Care,Providers,AUSTRALIA,29424,FALSE
14d74b8fd088cb2bc292446893a2189d,Commercial,Health Care,Providers,UNITED STATES,6256,FALSE
fdd0a579643182482cfa23ce2de8d096,Commercial,Health Care,Providers,UNITED STATES,37502,TRUE
f98ef83e7ccd038784e6272dab765f2d,Commercial,Health Care,Providers,UNITED STATES,9807,TRUE
94d5a96169915258a74723f186df29cb,Enterprise,Professional Services,Real Estate,UNITED STATES,3579,FALSE
8d1ace2a7a99f1342f27dfad7cd86a75,Enterprise,Professional Services,Real Estate,UNITED STATES,5646,FALSE
ddd4916d9616ad7f6787d736f86dd415,Commercial,Professional Services,Real Estate,UNITED STATES,16751,TRUE
3209868392f1e21d5525d8259beacc53,Commercial,Retail,Other (Retail),CANADA,81459,FALSE
d5e704488cfa70d7c58a7ed08a1e6fbb,Commercial,Retail,Other (Retail),UNITED STATES,2453,FALSE
5ba8670c52f157a0cc71fdd3dd1e7e49,Enterprise,Professional Services,Other (Professional Services),UNITED STATES,3278,FALSE
d0f76830a29567ddc93d19126a717075,Enterprise,Health Care,Providers,USA,2302,TRUE
46bc9dfcb28c9fc1b6544089fef79095,Commercial,Health Care,Providers,UNITED STATES,1117,FALSE
16b7b5d58cf02ce06c63cd25652e7f95,Commercial,Health Care,Providers,UNITED STATES,109828,FALSE
a37bbe1d2822f339d6ccf89e20cbeb0c,Commercial,Health Care,Providers,UNITED STATES,13596,FALSE
aa86febf1105d5fedf82204d007c7d3e,Commercial,Professional Services,Real Estate,AUSTRALIA,2032,FALSE
8304f840235592ac86a0ac217bfb7438,Commercial,Technical Services,Other (Technical Services),UNITED STATES,2096,FALSE
4824b513fdba7e66e78b8acb77ea8f20,Commercial,Technical Services,Other (Technical Services),ITALY,2778,FALSE
d68d16ea29dec404ea839ea1d2b78db1,Commercial,Technical Services,Other (Technical Services),USA,257540,FALSE
fd9a4ad6867d5d7becf57390ea3a211c,Commercial,Technical Services,Other (Technical Services),FRANCE,3526,FALSE
3dbf9097d27e28a73c196cb8d212d194,Commercial,Technical Services,Other (Technical Services),UNITED STATES,6511,TRUE
d68267bba8ec35cc58facbffbe85ef16,Commercial,Technical Services,Other (Technical Services),UNITED STATES,16895,TRUE
fcc033a964355263dd128c126a0da6cb,Enterprise,Professional Services,Other (Professional Services),UNITED KINGDOM,52000,TRUE
d5ec5f20069f07c8d8837a6fb33f2328,Enterprise,Government,Federal/Central Government,UNITED KINGDOM,22929,FALSE
b592c5fdc8e371e532b7e6ca05d3e13d,Commercial,Professional Services,Other (Professional Services),FRANCE,7959,FALSE
0d6c6ad441805101cbd3751463598e82,Commercial,Professional Services,Other (Professional Services),UNITED KINGDOM,29764,TRUE
feefcec5137df36d1798a32132559180,Commercial,Manufacturing,Consumer Products Manufacturing,AUSTRALIA,13946,TRUE
b8a1ca570a8446d684fdb0e6414c688f,Commercial,Manufacturing,Consumer Products Manufacturing,CHINA,63715,TRUE
4d61cd1bbd26cdaf4d77d12f9f239d03,Commercial,Manufacturing,Consumer Products Manufacturing,UNITED STATES,22478,FALSE
6fb87de6097addb5d662eb8af90d4ecd,Commercial,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,148880,FALSE
8b0cf5996ca130fd591fbda9d21be564,Commercial,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,176116,FALSE
0eef785188a668948c33030c518d099d,Commercial,Manufacturing,Discrete Manufacturing,UNITED STATES,3764,TRUE
1936c0eb53a219cb1113b0aca3cc208f,Enterprise,Manufacturing,Discrete Manufacturing,UNITED STATES,80045,FALSE
fbb2e95b36e68a0496acc2d7b264f44c,Commercial,Wholesale/Distribution,Wholesale/Distribution,CANADA,24512,FALSE
067bc8783fb80db2922044adfde64613,Commercial,Wholesale/Distribution,Wholesale/Distribution,GERMANY,6461,TRUE
2c3802584b76301eb0423b763dc748c2,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,784555,TRUE
330c9107fa50860e62b894eb62dab0f2,Enterprise,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,2584,FALSE
780c5f6c510b4da9a80b70775ed95f63,Commercial,Wholesale/Distribution,Wholesale/Distribution,CANADA,65657,FALSE
0b3464e30ba202a830de6ed0093d0d18,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,94046,TRUE
fec0250d9bfb11c5124cf18521b4241f,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,11379,FALSE
a34a186c77c1bcb518d09d209a129e0f,Commercial,Professional Services,Construction/Engineering,UNITED STATES,140449,FALSE
4de62fb098a724e2596384bc0a19936e,Commercial,Professional Services,Construction/Engineering,JAPAN,121681,TRUE
96707066372ca01cc06a0b7d900e1e77,Commercial,Professional Services,Construction/Engineering,ITALY,2452,FALSE
a152cebad5edee8069d1130fc49866c8,Commercial,Technical Services,Other (Technical Services),FRANCE,23035,TRUE
4e0ee63622ba580fb2289086ec84d319,Commercial,Professional Services,Consulting Non-Technical,USA,393740,TRUE
98de18a86a8237a6b55cf33ae5fce1da,Commercial,Professional Services,Consulting Non-Technical,UNITED STATES,5150,FALSE
94b7d912f243b4b8151a0f45b56e7c1d,Commercial,Professional Services,Membership organizations,CANADA,5288,TRUE
40241cf81ea8617aceb6982c5c83ac8a,Commercial,Professional Services,Membership organizations,UNITED STATES,14427,FALSE
e10636e0f0d421ac5f37a5707f8bb6b3,Commercial,Professional Services,Membership organizations,USA,23908,FALSE
9f575bedb4228251d45fd8f1dbfa0b0b,Commercial,Government,Federal/Central Government,CANADA,3463,FALSE
efbf86ad740c0203047c8daf64d0538c,Commercial,Technical Services,Other (Technical Services),GERMANY,3244,FALSE
7a13a0c6d56f1df3d575a0c6795bd408,Commercial,Technical Services,Other (Technical Services),USA,8765,TRUE
862c3f48dee3ead7fe25a7340b17d292,Commercial,Technical Services,Other (Technical Services),UNITED STATES,86429,FALSE
c9799b431c698fa5a00a73cbf7d5629b,Commercial,Technical Services,Other (Technical Services),UNITED KINGDOM,205088,TRUE
c1a0c88337779b8dc689235146d94bd4,Enterprise,Wholesale/Distribution,Wholesale/Distribution,JAPAN,9883,FALSE
4beae621a82cd06aa983aebec46e95df,Commercial,Technical Services,Other (Technical Services),CANADA,2828,TRUE
9e654da4b3082f074194a988bf47664d,Commercial,Technical Services,Other (Technical Services),UNITED STATES,3199,FALSE
f36e154dc0f0fedd376e35fa6eb96bd1,Commercial,Technical Services,Other (Technical Services),FRANCE,30000,FALSE
d51acdfead00f4e678d0b8cbcdfa885d,Commercial,Technical Services,Other (Technical Services),UNITED STATES,58997,FALSE
3228f5b72a07ffce3635edecc8c6ad61,Commercial,Professional Services,Consulting Non-Technical,UNITED KINGDOM,91733,FALSE
e9dc4bda5a30502980a27bcb142e914c,Commercial,Professional Services,Other (Professional Services),UNITED STATES,1516,TRUE
ee823d59be3c1da34ae9530e77af39d2,Commercial,Retail,"Consumer Services(dry cleaners,video rental,etc)",AUSTRALIA,139049,FALSE
e4f4a0814d181ddb0a0c011f812c3233,Commercial,Professional Services,Other (Professional Services),UNITED STATES,7476,FALSE
34e53a0632ec3fcf3b56089fb3f401a7,Commercial,Professional Services,Other (Professional Services),UNITED KINGDOM,113021,TRUE
632119b46ba00b90078d57556f687cad,Commercial,Manufacturing,Consumer Products Manufacturing,UNITED STATES,27656,FALSE
4689b1e2d941adcbb7a1ffe1cf16c110,Enterprise,Retail,Other (Retail),UNITED KINGDOM,19752,FALSE
e56f8327a3563e3f819633fff5334efb,Commercial,Manufacturing,Consumer Products Manufacturing,UNITED STATES,49394,TRUE
1a640e6fe8bde673900b4042ef19323f,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,20681,FALSE
63715cd289841c3a0278bc4de7345567,Commercial,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,49028,TRUE
b0ccad55076e1f0dc8c32324274a6d91,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,61359,TRUE
183174f7cd6d38e04eb742a3ead98773,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",INDIA,222663,TRUE
399adb6ac4dafdd86bf65a5f2622e22d,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",AUSTRALIA,110500,FALSE
d2b2dd8dcc427be6525ae5968d2ada27,Commercial,Professional Services,Construction/Engineering,UNITED STATES,1054,TRUE
169ce0944cf188ba18b0a2a4f67976c9,Enterprise,Professional Services,Construction/Engineering,UNITED STATES,73028,TRUE
b3f2e666926163f12df6365d1e2aa0b3,Commercial,Professional Services,Consulting Non-Technical,UNITED STATES,1951396,TRUE
82822a37388d967602ee3495fd5d775a,Commercial,Professional Services,Consulting Non-Technical,UNITED STATES,126896,FALSE
30cdb3665be33cd8bdca609172a2517d,Commercial,Professional Services,Consulting Non-Technical,FRANCE,8861,FALSE
ee8fe8e1efcf3b733cb101f3ebb689a6,Commercial,Professional Services,Membership organizations,UNITED STATES,29491,FALSE
bc002b0d0b4cdc977482f171aaea327a,Commercial,Professional Services,Membership organizations,UNITED STATES,3362,FALSE
8e5c3ce0f28c84ec2581554291eff2ca,Commercial,Professional Services,Membership organizations,UNITED STATES,115890,FALSE
ed8747cdb38ef88aa945cfb10d497a13,Commercial,Government,Federal/Central Government,GERMANY,30977,TRUE
6ce7031b3f0a88feef11187bcf797444,Enterprise,Government,Federal/Central Government,UNITED STATES,25261,FALSE
d64ac68ecff444d356cb83388ab91052,Commercial,Technical Services,Other (Technical Services),UNITED STATES,3604,TRUE
a3b19d0924d8fe408aea406c6e165d53,Enterprise,Technical Services,Other (Technical Services),CANADA,7368,TRUE
d7ef814f27860ff6fb5da5b980618bc5,Commercial,Technical Services,Other (Technical Services),UNITED STATES,337379,FALSE
76229f04640c7ffd9d0c97c3edcf3dca,Commercial,Technical Services,Other (Technical Services),BRAZIL,304504,FALSE
a3ff3d0e1a0d417b19cd07b682eca854,Commercial,Technical Services,Other (Technical Services),UNITED STATES,45663,FALSE
7e60104150f400752d8ff2e20b075022,Commercial,Technical Services,Other (Technical Services),GERMANY,27453,FALSE
b4cf972c4bb45ccd9b04636ea595382d,Commercial,Technical Services,Other (Technical Services),UNITED STATES,131518,TRUE
2f22d8a9696673d22e9137b2f6d18828,Commercial,Technical Services,Other (Technical Services),INDIA,5601,FALSE
eb097051902410be7fa75cf6646c4318,Commercial,Technical Services,Other (Technical Services),UNITED STATES,53357,FALSE
867676cf12821202bb2bb7e1dae3ee94,Commercial,Professional Services,Other (Professional Services),UNITED KINGDOM,5076,TRUE
7a1abf9c3b7fc3ffbfedcce66806bb77,Commercial,Professional Services,Other (Professional Services),UNITED STATES,53543,TRUE
3718ca5d1dd91a6b593449d7114be638,Commercial,Professional Services,Other (Professional Services),UNITED KINGDOM,20590,FALSE
747cdec155ef5a16509529c3c720a7ca,Commercial,Professional Services,Other (Professional Services),UNITED STATES,16258,FALSE
75ad6ca404912fdeb90feb030a8f2e1b,Commercial,Professional Services,Other (Professional Services),UNITED STATES,11653,TRUE
9d85f21d6f124ba877f8167a0456a6c7,Enterprise,Manufacturing,Consumer Products Manufacturing,UNITED STATES,8873,FALSE
61f2a940df76139e3846e28cf84a874a,Commercial,Manufacturing,Consumer Products Manufacturing,UNITED KINGDOM,206808,TRUE
5f2d737b19adb9b7158b73e1a32a9f80,Commercial,Health Care,Providers,AUSTRALIA,108944,FALSE
e2e9c86cce70f7a74734e0c25cd8ffdf,Commercial,Health Care,Providers,UNITED STATES,3282,TRUE
e810c479832a166b43321fae6daf9557,Commercial,Health Care,Providers,MEXICO,2475320,FALSE
b22d01ed96a3e24dd8b1b3ed45cd816d,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,21508,FALSE
824d4fe458eb2540fa104f7a3c490111,Commercial,Professional Services,Real Estate,UNITED STATES,6675,TRUE
4d9ad757dc1f207776106aeff8884c58,Commercial,Professional Services,Real Estate,UNITED STATES,92652,TRUE
29956372676c56b4a1c08bf3b9d003ee,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,72734,FALSE
2f8fb2f33a9433b069c282be38e21c6f,Commercial,Wholesale/Distribution,Wholesale/Distribution,CHINA,4673,FALSE
ded897b434483d59570196ccd88e0b21,Enterprise,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,52025,TRUE
f25b7abbdf049b086204110b8b1047ee,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,18710,FALSE
1ad18e7b78c39329972d4caa3bd0f9b2,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,3553,FALSE
65afcc8f1c674b85ff66aa36bd574771,Commercial,Wholesale/Distribution,Wholesale/Distribution,FRANCE,13687,FALSE
26af744abf089faf84edb5ba71f2a8c0,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED KINGDOM,4761,FALSE
92f5e51cc431e10a35808795bb4a1b78,Commercial,Professional Services,Construction/Engineering,CANADA,12347,FALSE
b69b022f8d56bb6d5f69fbe1f3a1ecd1,Commercial,Professional Services,Construction/Engineering,UNITED STATES,39559,TRUE
2b61ff61e659b53eb1f5157e8212bd73,Commercial,Professional Services,Consulting Non-Technical,JAPAN,3029,FALSE
5cacce98eea74879b877e97f6594a514,Commercial,Professional Services,Consulting Non-Technical,UNITED STATES,2523,FALSE
a24647ba3500e9b12cf0fc8752adcb64,Commercial,Professional Services,Membership organizations,AUSTRALIA,2722,FALSE
ad561f71c8b141a5342c53a99032599c,Commercial,Professional Services,Membership organizations,UNITED STATES,56959,FALSE
bd31e2951f494a974a426c94c9e216a6,Commercial,Professional Services,Membership organizations,UNITED STATES,2724,FALSE
5f57b8ebea86863717cbd89cf2742758,Enterprise,Government,Federal/Central Government,UNITED STATES,10400,FALSE
162acbfda9bfdf44ff8bc760f77db1cd,Commercial,Technical Services,Other (Technical Services),AUSTRALIA,661039,FALSE
36260e63b2731f3ac6d95255695a8b95,Commercial,Technical Services,Other (Technical Services),UNITED STATES,9892,FALSE
a29ccbd0e3e2b4985caf4c45fe88a50e,Commercial,Technical Services,Other (Technical Services),JAPAN,44083,FALSE
1b0de911c7ee36fcf3ef13e705bb4e74,Commercial,Technical Services,Other (Technical Services),UNITED STATES,2311,TRUE
09805403e7c47199af68119b095c6f4d,Commercial,Technical Services,Other (Technical Services),INDIA,157945,FALSE
189d75fda8bec84d6f10ee13597a3754,Commercial,Technical Services,Other (Technical Services),MEXICO,4622,TRUE
514f71624598f2c7442da46dc8fd3946,Commercial,Technical Services,Other (Technical Services),UNITED STATES,19387,TRUE
e91715c58d606c5da29c034ca6155ac4,Commercial,Technical Services,Other (Technical Services),INDIA,5723,FALSE
06e4fac852e340dba05d2672b0656fff,Commercial,Technical Services,Other (Technical Services),INDIA,3903,FALSE
2a223fd824a28570c3f941aa49432568,Enterprise,Technical Services,Other (Technical Services),GERMANY,9589,TRUE
2770480f4b8e95f001e36fe414484a20,Commercial,Professional Services,Other (Professional Services),UNITED KINGDOM,914680,TRUE
0d9656465b63e01b9f7892b58c437e7c,Commercial,Professional Services,Other (Professional Services),CANADA,5618,FALSE
43cce872539998d6af041e388bc1ea54,Commercial,Professional Services,Other (Professional Services),UNITED STATES,9379,FALSE
75e8989d81b8df394e0b1564afddba2c,Commercial,Professional Services,Other (Professional Services),USA,3437,FALSE
354309695c4955b271bdc29864ad2062,Enterprise,Manufacturing,Consumer Products Manufacturing,ITALY,205186,FALSE
013f544b24865ab9b232345ef2bd4037,Enterprise,Manufacturing,Consumer Products Manufacturing,MEXICO,7823,FALSE
97b66dc9c2a79150cefe442f621350bf,Commercial,Manufacturing,Consumer Products Manufacturing,JAPAN,12855,FALSE
df74466b10c4d8165737ffe94bf22011,Commercial,Manufacturing,Hi-tech/Computers Manufacturing,ITALY,89982,FALSE
f29dd5218007fae877de4edd520885d5,Commercial,Manufacturing,Hi-tech/Computers Manufacturing,UNITED KINGDOM,9097,TRUE
fee6aaff4e201b066b4be8aaf218ce3c,Commercial,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,518372,FALSE
2e83ae3335fd8e358928344b43717a1f,Commercial,Health Care,Providers,UNITED STATES,69713,FALSE
80c9a457a39aa41bae2206db2d1e2830,Commercial,Health Care,Providers,UNITED STATES,23124,FALSE
d2940343aedb634e7d279c2815864216,Commercial,Health Care,Providers,USA,3465,FALSE
2e23fd92d7c1bb7ace229144cc087b3a,Commercial,Professional Services,Real Estate,UNITED STATES,8695,TRUE
ad3b1e59e2c76fac736e6a13ab7ea4de,Commercial,Professional Services,Real Estate,UNITED STATES,38954,FALSE
37ca32fc78e16b4e9fa4722e06a095ca,Commercial,Retail,Other (Retail),UNITED STATES,12612,TRUE
b56820e0bdf9242ff917ae99a8d37db3,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",CHINA,40268,FALSE
d5cce6ed4016a0b11493e399027d63a9,Commercial,Manufacturing,Discrete Manufacturing,UNITED KINGDOM,1233,FALSE
5f60e3e614e6b95cfc198913b1475e4d,Enterprise,Manufacturing,Discrete Manufacturing,UNITED STATES,13694,FALSE
40832cd4809e6df02ee8d1cac8d176c5,Commercial,Wholesale/Distribution,Wholesale/Distribution,JAPAN,87333,FALSE
3f032c20745379a98a87567c3066916e,Commercial,Wholesale/Distribution,Wholesale/Distribution,INDIA,56945,TRUE
d290d489454e6706e28bb6c0707958ec,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED KINGDOM,30202,FALSE
fd374a12b7f3feab2976f60c391160bf,Commercial,Wholesale/Distribution,Wholesale/Distribution,MEXICO,5803,FALSE
863f7274d365d86fe0b2f82203362a91,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,5188,TRUE
c972535af373690a4545eac2bb2aca1e,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,540639,FALSE
cb55ad7293e2ac17a5bb65df3488f98d,Commercial,Wholesale/Distribution,Wholesale/Distribution,CHINA,13833,FALSE
1134ffe176d7b212864422b8c64b577b,Commercial,Professional Services,Construction/Engineering,AUSTRALIA,1173,FALSE
98cf0299194ce6a4862454c520eb578f,Commercial,Professional Services,Construction/Engineering,ITALY,45764,FALSE
bac4df3a2bae74ee5e1d961132b11ef6,Commercial,Professional Services,Construction/Engineering,USA,15179,FALSE
617edde42699cac972c506cf07af89bb,Commercial,Professional Services,Consulting Non-Technical,FRANCE,5333,TRUE
cfa7d05f3e53de6b385753c5436797c5,Commercial,Professional Services,Consulting Non-Technical,UNITED STATES,13180,FALSE
2139a66977250c4f5a9011d6fc68bb0b,Commercial,Professional Services,Consulting Non-Technical,GERMANY,8233,FALSE
5646d308d8a15e2971847a57913a50c2,Commercial,Professional Services,Membership organizations,FRANCE,159887,FALSE
30444b94e41bf926164742f0f4b71eb0,Commercial,Professional Services,Membership organizations,UNITED STATES,691904,FALSE
42816e1c4235a4244c91c7148b53057a,Commercial,Professional Services,Membership organizations,CANADA,14448,FALSE
ce2b2860a673bbd67da66c2eb215708a,Enterprise,Government,Federal/Central Government,CANADA,18805,FALSE
0be2b0d833adf4767f6bc8a11b7568cb,Commercial,Technical Services,Other (Technical Services),AUSTRALIA,72707,TRUE
a2c6b946d655b41b9174989b9ee1b366,Commercial,Technical Services,Other (Technical Services),JAPAN,4852,FALSE
7efe38b5fed2e1ff93960f6d3cbe1445,Commercial,Technical Services,Other (Technical Services),UNITED STATES,158936,TRUE
dd871515e3b28833beb317d272feed1a,Commercial,Technical Services,Other (Technical Services),BRAZIL,23249,FALSE
781a9ea9f483149b244bc84d2efa483f,Commercial,Technical Services,Other (Technical Services),INDIA,33370,TRUE
be47eb64db93b3d9124a8e2825dc14ad,Commercial,Technical Services,Other (Technical Services),UNITED STATES,1435,FALSE
7a0a4c41f67a2a1ab03c9a7b8509be06,Commercial,Technical Services,Other (Technical Services),CANADA,14054,TRUE
bd1625b0572e2c01cd4f48644403c89a,Commercial,Technical Services,Other (Technical Services),MEXICO,40618,TRUE
648161c46454672a2114be7e10351111,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",BRAZIL,12711,TRUE
bb18cccbebcb67610606d4d2c31db409,Commercial,Professional Services,Other (Professional Services),UNITED STATES,3741,FALSE
2c30d6404c4ad16573d9c5ab4db091f9,Commercial,Professional Services,Other (Professional Services),UNITED STATES,20098,TRUE
2e845801f6fbbf5e0e0c9755c1d67fce,Commercial,Professional Services,Other (Professional Services),UNITED STATES,36139,FALSE
38f93578698dc576f9cd6d39743ed656,Enterprise,Professional Services,Other (Professional Services),GERMANY,9163,TRUE
72e6e4655a0627bd0274c1c9df135003,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,10034,FALSE
d189f505d4b995c37bfb31a89443294a,Commercial,Manufacturing,Consumer Products Manufacturing,ITALY,1817488,FALSE
c46660fe0e0e0459533e1906653b0c0a,Enterprise,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,1342,TRUE
fa9d17e330dc78811621c9017e001af2,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",FRANCE,41454,FALSE
1bd1b909df3b8fdfbb04d30c48ddd856,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",BRAZIL,18325,TRUE
0a0e91d70984d894579f099c488e4a3c,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",CHINA,158785,FALSE
369b36ca4469e8cbccc6c9a510e5715c,Commercial,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",USA,3853,FALSE
58203c6a3743a755cccb609b9ba493ed,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,21621,TRUE
b5d2a553b8d56e9e5b36988e234f0f63,Enterprise,Wholesale/Distribution,Wholesale/Distribution,CANADA,3345,FALSE
71d99bf2e3e88beec77694c154cea790,Enterprise,Wholesale/Distribution,Wholesale/Distribution,CANADA,309512,TRUE
61892dacb711729736456f9225dbe7db,Commercial,Wholesale/Distribution,Wholesale/Distribution,GERMANY,75440,FALSE
c820e87a6e65b48a432920e0cd81ab8a,Commercial,Wholesale/Distribution,Wholesale/Distribution,CANADA,716113,TRUE
abbfe59fd28525023b0f0672a8c47f87,Enterprise,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,309152,TRUE
297bfce0d46f767d933ada316f822173,Commercial,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,25736,FALSE
e8d25b7ed12a42fe402a73f5d30bd96b,Commercial,Technical Services,Other (Technical Services),CHINA,5543,FALSE
ff50e3d3262a2a62407bf08ea3dca843,Commercial,Professional Services,Construction/Engineering,UNITED STATES,1351,FALSE
ce0a3b5942811773ca06a8dc5ac791b5,Commercial,Professional Services,Construction/Engineering,UNITED STATES,13944,FALSE
ad6b22584307a201f8784aa14588978e,Commercial,Professional Services,Construction/Engineering,UNITED STATES,279487,FALSE
de2ac00e6df1c20fe90da165eda8cd19,Enterprise,Professional Services,Consulting Non-Technical,UNITED STATES,5041212,TRUE
5c86f83b7ffcb1120de1890a46dfd801,Commercial,Professional Services,Consulting Non-Technical,UNITED KINGDOM,11820,FALSE
a0d033abf80fe8f88fec162e0dca1cd8,Enterprise,Financial Services,"Other (Credit Card, mortgage, financing, etc.)",UNITED STATES,8289,FALSE
ea9fe4f67af75fc67ba9a9d675f22fc6,Commercial,Professional Services,Membership organizations,UNITED STATES,86154,FALSE
40a87251b075163cf1403baebef3d661,Enterprise,Government,Federal/Central Government,UNITED STATES,8647,TRUE
e941cfa83c85ba6d768c679bdd7cd23e,Commercial,Technical Services,Other (Technical Services),UNITED STATES,53411,FALSE
d03f644cf4d50889e38a8e81506c4cfd,Commercial,Technical Services,Other (Technical Services),USA,242992,TRUE
300f12365e5255bcf961e7fe87e78067,Commercial,Technical Services,Other (Technical Services),UNITED KINGDOM,135925,FALSE
1fd49d5575594d3068b927dd1d83c29e,Commercial,Technical Services,Other (Technical Services),GERMANY,4667,FALSE
b8d77e944a1e5b4529ef4ad4f75446ad,Commercial,Technical Services,Other (Technical Services),UNITED STATES,1536,FALSE
5572dd24dc399b68dca4a9bda7e69151,Commercial,Technical Services,Other (Technical Services),UNITED KINGDOM,9934,FALSE
4a0b174bdb30c41c7c25548058224cee,Enterprise,Technical Services,Other (Technical Services),CANADA,23764,TRUE
f23778bf329493dce7494d077ef66687,Commercial,Technical Services,Other (Technical Services),UNITED STATES,7565,FALSE
3675b14751e01e6163b23c4b845ad739,Commercial,Technical Services,Other (Technical Services),INDIA,31383,FALSE
a99f56a6e4f20301a79bb23828ee90f0,Commercial,Technical Services,Other (Technical Services),GERMANY,50711,FALSE
908fd96b99f3384e8ad82e341e8ad607,Commercial,Professional Services,Other (Professional Services),GERMANY,64097,FALSE
84fe565802f5ea0e5197b5cd6908aedd,Commercial,Professional Services,Other (Professional Services),UNITED STATES,1243,FALSE
a54781c4db413de0b81e0b39bc8970bd,Enterprise,Government,Federal/Central Government,UNITED STATES,15171,FALSE
02ff337a08ef5e44209ad3b77ee98ea8,Commercial,Professional Services,Other (Professional Services),UNITED STATES,88297,TRUE
041dc821443e7fe3cf45206da76d3dbd,Commercial,Manufacturing,Consumer Products Manufacturing,USA,17670,FALSE
e93f41f8616de053364bedaedf481426,Commercial,Manufacturing,Consumer Products Manufacturing,JAPAN,439597,FALSE
3f10e9263f2b1b02bcfae99230adf220,Commercial,Manufacturing,Consumer Products Manufacturing,UNITED STATES,6399,FALSE
7dadd240455917ba8711cfff7d561537,Commercial,Manufacturing,Hi-tech/Computers Manufacturing,UNITED STATES,62320,TRUE
1e9b9f9ec6672f9c15614f8d62914792,Enterprise,Professional Services,Other (Professional Services),UNITED STATES,49188,FALSE
8dca30aa05355bd25addbeee8bf93e47,Commercial,Manufacturing,Discrete Manufacturing,UNITED STATES,22062,FALSE
6f658917f08d2f08d191bbf9571bba6a,Commercial,Manufacturing,Discrete Manufacturing,UNITED KINGDOM,348949,FALSE
254267824afc0a77661e97fc38fda8d7,Commercial,Manufacturing,Discrete Manufacturing,UNITED STATES,34264,FALSE
5b7f1729a425fd52751c7b41d7582200,Commercial,Manufacturing,Discrete Manufacturing,UNITED STATES,74120,TRUE
cf6e4f989005ce914a8cebb52e9eb7d6,Commercial,Wholesale/Distribution,Wholesale/Distribution,USA,564960,FALSE
7fcb99f7adb0626e0f97f57091808d59,Commercial,Wholesale/Distribution,Wholesale/Distribution,JAPAN,322265,FALSE
65b84c470e9e7363774f01df84a98b07,Enterprise,Wholesale/Distribution,Wholesale/Distribution,UNITED STATES,263150,TRUE
bc23478ef35fb310bef94caab43b3285,Commercial,Wholesale/Distribution,Wholesale/Distribution,AUSTRALIA,160009,FALSE
0755abb21ca7738a720866f17e039d4b,Commercial,Wholesale/Distribution,Wholesale/Distribution,MEXICO,109487,FALSE
687e57b192640ce614a763b99b0dfc05,Enterprise,Wholesale/Distribution,Wholesale/Distribution,FRANCE,6985,FALSE
677f051463db7d5d4285ca8e08031d04,Commercial,Professional Services,Construction/Engineering,UNITED STATES,2546,TRUE
3190ce916fb9b32976c628b97426bb66,Commercial,Professional Services,Construction/Engineering,JAPAN,1275,FALSE
cffafbebead03f549b5c8f8a18ff9783,Commercial,Professional Services,Construction/Engineering,CANADA,33891,FALSE
